Name,ColorGroup,Hex,R,G,B
fresh cardboard,green,#88F049,136,240,73
dusty cardboard,blue,#3D759A,61,117,154
dark coal,red,#EB9CDC,235,156,220
dusty cauliflower,blue,#5DB8E6,93,184,230
dark grass,blue,#5507F4,85,7,244
dense carrot,blue,#9E3AC6,158,58,198
soft cloud,blue,#3533A0,53,51,160
fresh cotton,red,#A40E2B,164,14,43
ripe weed,green,#57E144,87,225,68
glowing garlic,blue,#A259C4,162,89,196
bold gorilla,red,#D3144C,211,20,76
matte broccoli,blue,#A533E9,165,51,233
warm wood,red,#DF6396,223,99,150
raw carrot,blue,#5C3878,92,56,120
dark shadow,red,#60444F,96,68,79
misty gorilla,red,#FADADD,250,218,221
frosted blood,blue,#7A8EC2,122,142,194
fresh tin,blue,#0008EC,0,8,236
raw elephant,blue,#394C65,57,76,101
muted cloud,blue,#701E90,112,30,144
matte pig,green,#4E5E24,78,94,36
rich shadow,blue,#436DFC,67,109,252
foggy tin,blue,#00CDF9,0,205,249
muted dolphin,red,#E7AB3E,231,171,62
cool grass,blue,#233C6C,35,60,108
shiny carrot,red,#EA9299,234,146,153
dark cardboard,red,#DB48CB,219,72,203
cool lettuce,red,#D407B4,212,7,180
raw deer,blue,#411EB3,65,30,179
bright elephant,red,#E73034,231,48,52
bright banana,green,#768E66,118,142,102
rich cardboard,blue,#9A92B9,154,146,185
dark gorilla,red,#B86D1F,184,109,31
frosted cherry,green,#40BB81,64,187,129
earthy cello,blue,#ED64F5,237,100,245
dusty grass,green,#549E72,84,158,114
bold vinyl,green,#42D8B6,66,216,182
cool cloud,red,#E25CDC,226,92,220
raw cherry,green,#2EAA4A,46,170,74
misty dolphin,green,#67736E,103,115,110
shaded coffee,red,#E9C48F,233,196,143
smooth cello,green,#B0CBCA,176,203,202
fresh cherry,green,#53967B,83,150,123
warm tin,red,#A27A42,162,122,66
raw sky,green,#83FB28,131,251,40
matte tin,blue,#5966CB,89,102,203
soft cotton,green,#10C4B3,16,196,179
frosted tin,red,#C5A066,197,160,102
foggy chalk,red,#ACA01B,172,160,27
muted cherry,green,#102D2A,16,45,42
shaded froth,blue,#079CF9,7,156,249
muted banana,green,#57BA13,87,186,19
cool strawberry,blue,#410B46,65,11,70
foggy ash,blue,#A2AEF9,162,174,249
shaded elephant,red,#E16B74,225,107,116
matte strawberry,blue,#712A80,113,42,128
ripe crow,blue,#6C4DCC,108,77,204
rich gorilla,red,#826139,130,97,57
pale parsley,blue,#83A9B7,131,169,183
ripe cauliflower,green,#00AA20,0,170,32
bold soil,red,#743D46,116,61,70
faded spinach,green,#A2F084,162,240,132
pale slate,red,#E7DF14,231,223,20
bold sea,green,#93B55E,147,181,94
faded sea,red,#8A5352,138,83,82
misty chalk,blue,#AC02FF,172,2,255
foggy banana,green,#266929,38,105,41
foggy ash,green,#7ED625,126,214,37
foggy parsley,green,#466114,70,97,20
dense parsley,red,#906F10,144,111,16
cool salad,green,#77CEB0,119,206,176
shaded silhouette,green,#D8E2C7,216,226,199
shaded strawberry,blue,#B046CC,176,70,204
dark cherry,red,#EE2B06,238,43,6
smooth grass,green,#23F012,35,240,18
warm coal,green,#90E129,144,225,41
faded cello,red,#E238A3,226,56,163
muted silhouette,green,#66A909,102,169,9
earthy salad,green,#22FDAE,34,253,174
warm fog,red,#A04E6E,160,78,110
rich cotton,green,#35ED53,53,237,83
fresh sea,red,#EEDF73,238,223,115
dense garlic,blue,#906E97,144,110,151
fresh elephant,green,#038764,3,135,100
pale mustard,green,#16E39D,22,227,157
muted silhouette,red,#9A9009,154,144,9
bold cello,blue,#4B86B3,75,134,179
raw coffee,green,#18DD68,24,221,104
shaded corn,red,#AF0332,175,3,50
pale sky,green,#509654,80,150,84
glowing wood,red,#91688D,145,104,141
bold cotton,blue,#9F21A9,159,33,169
warm tin,red,#3C2A23,60,42,35
dense chalk,blue,#2B99E5,43,153,229
frosted corn,red,#FF0956,255,9,86
misty coal,blue,#2D4DA5,45,77,165
soft mustard,blue,#42004A,66,0,74
dense mustard,blue,#2A86D6,42,134,214
ripe parsley,green,#619A58,97,154,88
misty sky,red,#FAF330,250,243,48
foggy slate,red,#AB929E,171,146,158
shaded gorilla,red,#D4C4B6,212,196,182
dense cloud,green,#48A073,72,160,115
smooth cello,red,#AC9A24,172,154,36
faded froth,red,#DB9613,219,150,19
cool coffee,green,#77F406,119,244,6
bold froth,red,#5E3057,94,48,87
bold forest,green,#92D55C,146,213,92
fresh strawberry,blue,#84A0AB,132,160,171
fresh mud,blue,#972EA2,151,46,162
warm cockroach,red,#E997A4,233,151,164
frosted parsley,red,#9D8E46,157,142,70
bright cherry,red,#88260C,136,38,12
faded wood,blue,#4A09D0,74,9,208
earthy soil,blue,#926993,146,105,147
deep cello,blue,#1D3960,29,57,96
frosted parsley,green,#08E514,8,229,20
fresh wood,green,#1DE284,29,226,132
raw cherry,green,#09D24F,9,210,79
foggy tin,blue,#D246DC,210,70,220
dark sea,red,#FE6E2F,254,110,47
dark swan,red,#DD1B2C,221,27,44
misty sea,blue,#1324B6,19,36,182
dusty dolphin,green,#B0C48F,176,196,143
frosted garlic,red,#80780A,128,120,10
fresh blood,blue,#A694B1,166,148,177
faded lettuce,red,#F96169,249,97,105
dusty salad,blue,#74757C,116,117,124
earthy gold,red,#D6CABE,214,202,190
ripe flour,blue,#AC9FE5,172,159,229
dusty carrot,blue,#10B6D8,16,182,216
dark cockroach,red,#D51B1E,213,27,30
matte coal,green,#2AB95D,42,185,93
ripe mud,green,#55882B,85,136,43
bold beaver,green,#324C1D,50,76,29
muted pig,red,#DC0E2D,220,14,45
dusty violin,green,#98DE31,152,222,49
faded ash,red,#DBBA06,219,186,6
pale elephant,green,#11521C,17,82,28
bright cauliflower,green,#5EBCB8,94,188,184
faded cotton,red,#DC59BF,220,89,191
glowing forest,blue,#A90CC5,169,12,197
bold cotton,green,#7DA27F,125,162,127
deep fog,green,#09D59A,9,213,154
foggy flour,red,#DA0D44,218,13,68
misty slate,red,#E9ABD9,233,171,217
pale slate,red,#D55E44,213,94,68
frosted gold,blue,#0294E8,2,148,232
ripe cotton,green,#0F9F4B,15,159,75
ripe snow,green,#35E29E,53,226,158
shiny weed,blue,#07BCD9,7,188,217
misty fog,green,#A3FCF4,163,252,244
rich deer,green,#28CC39,40,204,57
shaded coal,red,#8C662D,140,102,45
foggy lettuce,green,#2ADE06,42,222,6
shiny forest,green,#6DC125,109,193,37
foggy tin,red,#FCB59F,252,181,159
smooth spinach,blue,#456AA8,69,106,168
ripe slate,blue,#9983C4,153,131,196
dense gorilla,green,#A9B665,169,182,101
bright cauliflower,blue,#8FA1FE,143,161,254
cool broccoli,green,#83F659,131,246,89
vivid salad,red,#DA80C0,218,128,192
ripe sea,green,#2DC582,45,197,130
matte froth,green,#3D7C16,61,124,22
dark deer,blue,#1A1EF9,26,30,249
bright cherry,blue,#7A2ABE,122,42,190
glowing corn,red,#DD51C8,221,81,200
soft froth,red,#E844BF,232,68,191
fresh snow,blue,#3B8FDF,59,143,223
dark cockroach,red,#BAB219,186,178,25
pale vinyl,red,#BC8387,188,131,135
warm garlic,green,#E3E8E4,227,232,228
dusty swan,red,#5A1F56,90,31,86
warm mustard,green,#66ED95,102,237,149
fresh weed,red,#DC1A14,220,26,20
shiny blood,green,#52CD56,82,205,86
shaded banana,blue,#5F669F,95,102,159
smooth coal,green,#8ED514,142,213,20
raw corn,blue,#0F0E12,15,14,18
vivid ash,blue,#6B12B4,107,18,180
frosted foam,green,#1DA065,29,160,101
dusty crow,blue,#8B87CD,139,135,205
matte wood,blue,#82238E,130,35,142
fresh soil,green,#037D6E,3,125,110
fresh violin,red,#DF1A5B,223,26,91
smooth broccoli,green,#D5EE90,213,238,144
dusty foam,blue,#1F1AE6,31,26,230
foggy cardboard,blue,#7FBBFA,127,187,250
warm sea,blue,#9356F1,147,86,241
misty ash,blue,#39108A,57,16,138
soft swan,red,#F3B44B,243,180,75
matte sea,red,#F401DF,244,1,223
bright broccoli,green,#30A811,48,168,17
shaded mud,blue,#7B49E2,123,73,226
rich clover,green,#25EFAD,37,239,173
foggy chalk,red,#C61646,198,22,70
cool froth,blue,#AF9EEB,175,158,235
pale froth,blue,#177189,23,113,137
deep foam,blue,#1D001E,29,0,30
faded violin,blue,#0F6FCD,15,111,205
muted strawberry,green,#45E516,69,229,22
warm beaver,green,#C5F2A5,197,242,165
bright banana,blue,#B40FC9,180,15,201
matte snow,green,#41D1B8,65,209,184
faded tin,green,#39B638,57,182,56
fresh silhouette,red,#A22786,162,39,134
foggy vinyl,green,#51D489,81,212,137
bright foam,green,#3B873C,59,135,60
rich beaver,red,#FF96FE,255,150,254
raw slate,green,#36F5CD,54,245,205
soft mustard,blue,#326B80,50,107,128
rich grass,red,#CF1935,207,25,53
warm lettuce,red,#DE8F52,222,143,82
bold slate,blue,#160692,22,6,146
pale corn,blue,#D9D1F0,217,209,240
dusty slate,blue,#8A1FCA,138,31,202
dusty silhouette,green,#9FB1AA,159,177,170
ripe weed,red,#963281,150,50,129
cool mud,red,#F0542F,240,84,47
soft forest,green,#92E8A0,146,232,160
pale beaver,green,#A4DFB6,164,223,182
dark coal,green,#108F5D,16,143,93
frosted weed,red,#360812,54,8,18
dense coffee,blue,#6C54AB,108,84,171
earthy violin,green,#0AF6F4,10,246,244
pale crow,red,#EFDFBF,239,223,191
deep slate,blue,#1C454A,28,69,74
dusty snow,red,#64114E,100,17,78
dark forest,red,#E24C4D,226,76,77
faded cotton,red,#D8AB3F,216,171,63
ripe cauliflower,red,#E34B59,227,75,89
dark wood,red,#B48E79,180,142,121
frosted shadow,green,#049278,4,146,120
foggy violin,green,#496606,73,102,6
matte grass,green,#67E8C8,103,232,200
shiny fog,blue,#7716FC,119,22,252
pale slate,red,#D44378,212,67,120
raw slate,blue,#2962B0,41,98,176
misty violin,green,#505F38,80,95,56
vivid cauliflower,red,#EC4878,236,72,120
bold parsley,green,#02EC34,2,236,52
smooth mud,green,#118907,17,137,7
muted blood,blue,#7741A1,119,65,161
shaded grass,red,#885076,136,80,118
glowing foam,red,#C29E68,194,158,104
dense grass,green,#87E616,135,230,22
dusty ash,red,#B512A3,181,18,163
bright dolphin,blue,#AEB8CB,174,184,203
cool sea,red,#FB5BBA,251,91,186
smooth soil,green,#0EB11B,14,177,27
fresh crow,green,#8AC207,138,194,7
vivid slate,blue,#551C66,85,28,102
glowing slate,blue,#894BA1,137,75,161
dark salad,blue,#42ACED,66,172,237
dark corn,blue,#1A11EE,26,17,238
bright mustard,green,#0BCF5F,11,207,95
misty vinyl,blue,#1A278C,26,39,140
dense cotton,blue,#0944B3,9,68,179
raw fog,red,#5F3B19,95,59,25
shiny cauliflower,green,#92D69E,146,214,158
dusty mustard,blue,#1F788E,31,120,142
frosted cherry,green,#8AE6AC,138,230,172
ripe sea,green,#114411,17,68,17
bold flour,blue,#164AA2,22,74,162
soft grass,red,#D6B1C4,214,177,196
faded cockroach,blue,#7AB6DB,122,182,219
fresh garlic,red,#7D744A,125,116,74
earthy soil,red,#350614,53,6,20
shaded elephant,blue,#2A3677,42,54,119
matte garlic,red,#D3B285,211,178,133
foggy foam,blue,#064A87,6,74,135
glowing gold,red,#77334D,119,51,77
soft sky,blue,#2391A0,35,145,160
bright sky,red,#B48D62,180,141,98
warm foam,red,#A71E0B,167,30,11
raw carrot,red,#BF780C,191,120,12
earthy cauliflower,green,#15410F,21,65,15
matte parsley,green,#01F537,1,245,55
vivid carrot,red,#DC0777,220,7,119
bold cotton,blue,#47A6B9,71,166,185
earthy swan,blue,#3EC7FD,62,199,253
smooth cockroach,blue,#3F8ED3,63,142,211
pale blood,blue,#5FA7D5,95,167,213
misty mustard,blue,#5C21C5,92,33,197
dark strawberry,blue,#580AB3,88,10,179
shaded elephant,blue,#BD76D9,189,118,217
vivid dolphin,blue,#227DF2,34,125,242
dense mud,blue,#99C0F9,153,192,249
rich lettuce,green,#02A7A3,2,167,163
soft foam,green,#23F845,35,248,69
warm violin,green,#BAE9CD,186,233,205
frosted coal,blue,#112A34,17,42,52
smooth silhouette,red,#CF01CC,207,1,204
cool cello,red,#D55B3D,213,91,61
cool vinyl,blue,#17309B,23,48,155
frosted weed,red,#F44053,244,64,83
shiny dolphin,red,#B57E24,181,126,36
glowing elephant,blue,#10436C,16,67,108
raw corn,red,#E9C41F,233,196,31
matte chalk,blue,#6C5CE3,108,92,227
cool salad,green,#CDDC37,205,220,55
raw beaver,blue,#30C0FB,48,192,251
frosted mustard,green,#29A142,41,161,66
ripe parsley,red,#C11D0D,193,29,13
pale deer,blue,#6FCEE9,111,206,233
shiny clover,green,#8BF589,139,245,137
frosted salad,red,#C14D7E,193,77,126
dense crow,red,#EF2C35,239,44,53
foggy wood,blue,#6684C1,102,132,193
matte corn,green,#245720,36,87,32
rich grass,green,#4FDCA1,79,220,161
frosted gorilla,green,#8EFDE5,142,253,229
faded lettuce,red,#F24B22,242,75,34
shiny cockroach,red,#911B60,145,27,96
frosted swan,blue,#9B96F3,155,150,243
fresh gorilla,blue,#5779CC,87,121,204
dusty corn,red,#BDB416,189,180,22
warm violin,red,#FBBAB0,251,186,176
earthy clover,green,#2CB72C,44,183,44
ripe spinach,green,#8AA303,138,163,3
ripe cockroach,red,#C12825,193,40,37
ripe spinach,red,#831650,131,22,80
misty forest,red,#A6284F,166,40,79
misty sky,green,#657140,101,113,64
faded fog,red,#901A25,144,26,37
muted cello,green,#24A63C,36,166,60
rich sky,red,#753A2C,117,58,44
matte deer,green,#68A60A,104,166,10
soft mud,red,#DC49A6,220,73,166
shaded beaver,red,#F10F7C,241,15,124
deep fog,red,#822E6F,130,46,111
bright elephant,green,#30A052,48,160,82
dark cockroach,green,#9EBA07,158,186,7
dense tin,red,#F76042,247,96,66
misty salad,red,#FC0B74,252,11,116
raw spinach,blue,#4A8E91,74,142,145
fresh wood,red,#988925,152,137,37
dark ash,red,#542612,84,38,18
glowing flour,green,#2D4E0D,45,78,13
vivid wood,red,#F74039,247,64,57
bright deer,green,#9BFC4E,155,252,78
vivid flour,green,#82D4A5,130,212,165
dusty broccoli,green,#3F8C03,63,140,3
smooth forest,green,#8FDC31,143,220,49
rich fog,red,#7C051B,124,5,27
dusty gold,green,#4BF308,75,243,8
cool wood,red,#D03918,208,57,24
glowing cherry,green,#D0FDFA,208,253,250
dusty spinach,red,#E70DA5,231,13,165
shiny parsley,blue,#336093,51,96,147
misty spinach,red,#773D42,119,61,66
deep flour,blue,#B14DF3,177,77,243
dark carrot,green,#3C541D,60,84,29
soft mud,blue,#3F1254,63,18,84
shaded cello,blue,#B356DE,179,86,222
foggy silhouette,green,#A2FA1D,162,250,29
shaded lettuce,green,#6D9827,109,152,39
faded crow,blue,#095BD5,9,91,213
dusty vinyl,blue,#236F85,35,111,133
dense dolphin,red,#E2905E,226,144,94
shaded fog,blue,#0CB3EF,12,179,239
muted swan,green,#8DCF32,141,207,50
cool shadow,blue,#8A43F7,138,67,247
dark cello,green,#47B97A,71,185,122
cool gold,red,#EDAFA7,237,175,167
shiny deer,blue,#726CA1,114,108,161
ripe shadow,red,#97382A,151,56,42
smooth shadow,red,#DB8C89,219,140,137
cool weed,blue,#6A8EC9,106,142,201
pale gorilla,red,#19130F,25,19,15
matte coal,red,#EE2A05,238,42,5
smooth crow,blue,#F44CF8,244,76,248
dusty violin,blue,#573997,87,57,151
soft coal,green,#999C5D,153,156,93
shaded banana,green,#34B3A2,52,179,162
deep sky,blue,#260587,38,5,135
dark cello,red,#B46F00,180,111,0
soft mustard,red,#C6BCAE,198,188,174
pale sea,red,#F4875C,244,135,92
matte elephant,blue,#0D1C41,13,28,65
warm grass,red,#8C3744,140,55,68
bold wood,red,#D54B6B,213,75,107
fresh blood,blue,#463AB8,70,58,184
shiny fog,red,#940794,148,7,148
warm slate,blue,#0E5BB4,14,91,180
muted sky,blue,#A298D4,162,152,212
raw mud,blue,#401CD6,64,28,214
fresh vinyl,green,#3AFB91,58,251,145
bright flour,blue,#0691F7,6,145,247
earthy strawberry,blue,#515BAC,81,91,172
matte tin,blue,#0D3DB1,13,61,177
fresh swan,red,#CA8544,202,133,68
vivid fog,red,#EE9D1D,238,157,29
cool fog,green,#6DDD79,109,221,121
cool coal,red,#E57E58,229,126,88
cool weed,green,#093020,9,48,32
shaded cardboard,red,#AE3C49,174,60,73
bright elephant,green,#33FB0A,51,251,10
shaded carrot,blue,#C53CE2,197,60,226
deep sky,blue,#62769D,98,118,157
dense beaver,green,#C5D6C9,197,214,201
bold dolphin,red,#FC7537,252,117,55
vivid parsley,green,#18DBC7,24,219,199
smooth cardboard,blue,#6A5FBE,106,95,190
shiny weed,green,#79AE39,121,174,57
soft fog,green,#F3F5C4,243,245,196
cool dolphin,blue,#464193,70,65,147
faded broccoli,red,#D7D775,215,215,117
matte salad,green,#464F0D,70,79,13
faded strawberry,green,#4B9592,75,149,146
frosted soil,red,#C88B46,200,139,70
dense weed,red,#E5B5B5,229,181,181
soft cotton,blue,#071ABD,7,26,189
shaded fog,red,#D5A973,213,169,115
bold ash,blue,#A824B7,168,36,183
dense strawberry,green,#42BF67,66,191,103
misty forest,blue,#0B143C,11,20,60
matte coffee,green,#37A267,55,162,103
shaded cello,blue,#0691D0,6,145,208
pale sky,blue,#899EEF,137,158,239
matte flour,green,#74992D,116,153,45
rich soil,red,#F596B1,245,150,177
warm tin,red,#DEDA40,222,218,64
matte weed,green,#75D11F,117,209,31
raw cardboard,blue,#E000EE,224,0,238
misty blood,red,#B73FB6,183,63,182
ripe carrot,blue,#012993,1,41,147
rich grass,blue,#A81DF9,168,29,249
cool forest,green,#7FDCB0,127,220,176
raw clover,blue,#CA92E5,202,146,229
bright lettuce,green,#18815F,24,129,95
vivid cello,green,#12FC3A,18,252,58
matte swan,red,#F42D85,244,45,133
matte coal,blue,#2772F7,39,114,247
bright flour,blue,#897AE3,137,122,227
glowing strawberry,green,#175B4F,23,91,79
pale carrot,green,#C4E092,196,224,146
dark vinyl,blue,#476A8C,71,106,140
dark cotton,green,#21A934,33,169,52
misty cherry,red,#915B8A,145,91,138
soft weed,green,#22E2B2,34,226,178
soft soil,blue,#D262F4,210,98,244
faded slate,red,#DDB3B3,221,179,179
bright cloud,blue,#610374,97,3,116
vivid crow,blue,#A24CFE,162,76,254
glowing weed,red,#DABD0E,218,189,14
shaded coffee,green,#69C854,105,200,84
muted shadow,green,#A6B246,166,178,70
deep cherry,blue,#5CB3D9,92,179,217
dense sky,red,#E5137F,229,19,127
shaded pig,blue,#329AFE,50,154,254
bright spinach,blue,#7E2BAF,126,43,175
rich fog,blue,#E78BF0,231,139,240
earthy broccoli,red,#70404A,112,64,74
raw tin,green,#2CF72D,44,247,45
pale corn,blue,#9613F3,150,19,243
vivid soil,red,#E2D834,226,216,52
glowing spinach,green,#A9F341,169,243,65
shaded gorilla,green,#1FE74C,31,231,76
frosted sky,green,#44B568,68,181,104
earthy beaver,green,#337B04,51,123,4
bright fog,red,#723E5C,114,62,92
dusty lettuce,blue,#1C52F2,28,82,242
foggy strawberry,blue,#7072C2,112,114,194
faded froth,blue,#297DB7,41,125,183
glowing cello,blue,#D8F7FF,216,247,255
earthy elephant,blue,#C457D9,196,87,217
earthy deer,red,#956545,149,101,69
cool pig,green,#71E012,113,224,18
pale salad,red,#8D1F1B,141,31,27
bold broccoli,red,#FCEF0D,252,239,13
matte salad,red,#F3ACB7,243,172,183
vivid froth,red,#990A4E,153,10,78
pale cello,blue,#795282,121,82,130
faded gorilla,green,#0CA44D,12,164,77
dark parsley,red,#A69879,166,152,121
foggy forest,blue,#8969CA,137,105,202
earthy slate,green,#55EB72,85,235,114
dusty silhouette,blue,#335986,51,89,134
cool lettuce,red,#756B52,117,107,82
shaded cotton,blue,#DA1EDF,218,30,223
cool gold,red,#F6B835,246,184,53
bold cotton,red,#CE466B,206,70,107
dusty parsley,red,#AB6C93,171,108,147
warm garlic,green,#87A42F,135,164,47
soft banana,red,#885A63,136,90,99
dense soil,red,#B24B5D,178,75,93
dense ash,blue,#A0AFDA,160,175,218
smooth wood,green,#98A423,152,164,35
fresh carrot,red,#D7BD8B,215,189,139
rich cockroach,red,#F1A52D,241,165,45
smooth banana,green,#2DB5A6,45,181,166
smooth snow,blue,#6C38F3,108,56,243
frosted weed,blue,#0C4A88,12,74,136
dark wood,green,#B8E452,184,228,82
soft dolphin,green,#8C923A,140,146,58
misty cello,blue,#4E76CA,78,118,202
matte snow,blue,#B365FE,179,101,254
ripe mud,blue,#59CBE5,89,203,229
warm broccoli,green,#15B55B,21,181,91
muted weed,green,#57E20A,87,226,10
soft coal,red,#C461BD,196,97,189
bold garlic,green,#EEFDE3,238,253,227
rich forest,green,#9BB9A0,155,185,160
earthy vinyl,green,#31E8BC,49,232,188
soft mustard,blue,#837692,131,118,146
muted flour,green,#83CC11,131,204,17
smooth cardboard,red,#7B4C67,123,76,103
cool deer,blue,#C926FD,201,38,253
shiny deer,blue,#7924D2,121,36,210
matte sky,blue,#C598EF,197,152,239
vivid ash,red,#FC4916,252,73,22
shaded lettuce,red,#9D9370,157,147,112
faded beaver,blue,#BE6FFE,190,111,254
bright cloud,blue,#2762F7,39,98,247
vivid cello,blue,#0F2434,15,36,52
dense soil,red,#CCB957,204,185,87
bright corn,blue,#9006F4,144,6,244
warm violin,blue,#2A6CAA,42,108,170
raw silhouette,blue,#AD19DE,173,25,222
foggy corn,red,#4F2304,79,35,4
matte cotton,blue,#8938ED,137,56,237
glowing violin,red,#C90490,201,4,144
faded weed,green,#005D32,0,93,50
frosted snow,red,#B4AE00,180,174,0
dark salad,red,#DF34B8,223,52,184
dark swan,red,#D27850,210,120,80
warm shadow,green,#48B4B3,72,180,179
deep broccoli,blue,#F66AFB,246,106,251
rich vinyl,green,#13F491,19,244,145
smooth cauliflower,red,#F1A9C5,241,169,197
cool snow,blue,#6282AE,98,130,174
foggy gold,red,#F014DD,240,20,221
dark chalk,green,#3D6B26,61,107,38
shaded garlic,green,#36965D,54,150,93
raw foam,green,#34CB07,52,203,7
glowing froth,red,#562A1B,86,42,27
rich mustard,blue,#2852DD,40,82,221
rich cherry,blue,#52A9C1,82,169,193
shiny weed,red,#B97D31,185,125,49
misty cauliflower,red,#AB2858,171,40,88
muted carrot,green,#1EB66F,30,182,111
shiny dolphin,red,#EB7E5F,235,126,95
rich sky,green,#69D9B4,105,217,180
faded cauliflower,green,#6FC583,111,197,131
earthy soil,blue,#354ECB,53,78,203
faded cotton,red,#982955,152,41,85
rich clover,green,#ACCF43,172,207,67
misty ash,green,#335C37,51,92,55
ripe blood,red,#F11419,241,20,25
faded sea,green,#3C7B18,60,123,24
rich froth,green,#6AE6C9,106,230,201
shiny cauliflower,green,#21290D,33,41,13
shaded banana,red,#B3300F,179,48,15
earthy spinach,blue,#9432AA,148,50,170
shaded foam,green,#6AB853,106,184,83
smooth soil,red,#9B4C68,155,76,104
smooth snow,blue,#432BB5,67,43,181
rich coffee,red,#CD22A6,205,34,166
pale sea,red,#FFF83E,255,248,62
bold garlic,green,#29B324,41,179,36
pale gorilla,red,#B210B0,178,16,176
foggy froth,red,#FF537A,255,83,122
cool snow,blue,#465E9C,70,94,156
misty silhouette,red,#A18A0B,161,138,11
rich grass,red,#F43D89,244,61,137
foggy cardboard,green,#24B744,36,183,68
fresh fog,green,#0EB9B3,14,185,179
matte gold,green,#417966,65,121,102
